StudentID,SubjectName,SubjectType,Grade
STU04766,English,Core,81
STU04767,Dance,Elective,94
STU04768,Debate,Elective,90
STU04769,Geography,Core,87
STU04770,Dance,Elective,85
STU04771,Computer Science,Elective,100
STU04772,Dance,Elective,68
STU04773,Geography,Core,60
STU04774,Drama,Elective,60
STU04775,English,Core,74
STU04776,Physical Education,Elective,82
STU04777,Geography,Core,59
STU04778,History,Core,89
STU04779,Mathematics,Core,70
STU04780,English,Core,100
STU04781,History,Core,68
STU04782,Debate,Elective,100
STU04783,Photography,Elective,67
STU04784,Debate,Elective,91
STU04785,Mathematics,Core,64
STU04786,Dance,Elective,67
STU04787,English,Core,88
STU04788,English,Core,75
STU04789,English,Core,85
STU04790,Photography,Elective,97
STU04791,Photography,Elective,51
STU04792,Robotics,Elective,88
STU04793,Mathematics,Core,72
STU04794,Geography,Core,87
STU04795,Drama,Elective,60
STU04796,English,Core,73
STU04797,Mathematics,Core,100
STU04798,Geography,Core,95
STU04799,History,Core,81
STU04800,Science,Core,63
STU04801,English,Core,56
STU04802,History,Core,82
STU04803,Science,Core,76
STU04804,Art,Elective,70
STU04805,Mathematics,Core,85
STU04806,Cooking,Elective,94
STU04807,History,Core,75
STU04808,Music,Elective,63
STU04809,Photography,Elective,87
STU04810,Art,Elective,85
STU04811,Music,Elective,61
STU04812,Science,Core,79
STU04813,Cooking,Elective,93
STU04814,Robotics,Elective,65
STU04815,Mathematics,Core,71
STU04816,English,Core,67
STU04817,Mathematics,Core,100
STU04818,Robotics,Elective,78
STU04819,Robotics,Elective,97
STU04820,Physical Education,Elective,96
STU04821,Science,Core,81
STU04822,English,Core,66
STU04823,Drama,Elective,100
STU04824,Art,Elective,87
STU04825,Science,Core,62
STU04826,Mathematics,Core,81
STU04827,English,Core,67
STU04828,English,Core,88
STU04829,Music,Elective,87
STU04830,Photography,Elective,64
STU04831,Mathematics,Core,63
STU04832,History,Core,70
STU04833,Dance,Elective,59
STU04834,Art,Elective,56
STU04835,Photography,Elective,67
STU04836,Mathematics,Core,73
STU04837,Music,Elective,100
STU04838,Art,Elective,70
STU04839,Photography,Elective,58
STU04840,Science,Core,63
STU04841,Computer Science,Elective,63
STU04842,Geography,Core,99
STU04843,History,Core,65
STU04844,Art,Elective,61
STU04845,Geography,Core,77
STU04846,Physical Education,Elective,96
STU04847,Science,Core,61
STU04848,Computer Science,Elective,98
STU04849,Dance,Elective,72
STU04850,English,Core,82
STU04851,Mathematics,Core,82
STU04852,Mathematics,Core,70
STU04853,Mathematics,Core,71
STU04854,Art,Elective,80
STU04855,Dance,Elective,84
STU04856,Geography,Core,73
STU04857,History,Core,95
STU04858,Science,Core,63
STU04859,Geography,Core,86
STU04860,Dance,Elective,97
STU04861,Science,Core,72
STU04862,History,Core,86
STU04863,English,Core,72
STU04864,Mathematics,Core,71
STU04865,Robotics,Elective,98
STU04866,Robotics,Elective,62
STU04867,English,Core,72
STU04868,Mathematics,Core,69
STU04869,Science,Core,79
STU04870,History,Core,74
STU04871,Photography,Elective,66
STU04872,Cooking,Elective,100
STU04873,English,Core,89
STU04874,Music,Elective,77
STU04875,Mathematics,Core,78
STU04876,Computer Science,Elective,72
STU04877,Debate,Elective,77
STU04878,Cooking,Elective,65
STU04879,Debate,Elective,72
STU04880,Mathematics,Core,77
STU04881,History,Core,80
STU04882,Dance,Elective,76
STU04883,Physical Education,Elective,84
STU04884,English,Core,90
STU04885,Physical Education,Elective,84
STU04886,History,Core,61
STU04887,Dance,Elective,78
STU04888,Drama,Elective,69
STU04889,History,Core,82
STU04890,Photography,Elective,87
STU04891,English,Core,95
STU04892,Debate,Elective,65
STU04893,Mathematics,Core,100
STU04894,Dance,Elective,86
STU04895,Dance,Elective,100
STU04896,English,Core,99
STU04897,Art,Elective,88
STU04898,Drama,Elective,82
STU04899,Physical Education,Elective,74
STU04900,Photography,Elective,87
STU04901,Science,Core,74
STU04902,Mathematics,Core,78
STU04903,Geography,Core,73
STU04904,Science,Core,45
STU04905,English,Core,87
STU04906,Science,Core,87
STU04907,Mathematics,Core,97
STU04908,Dance,Elective,100
STU04909,History,Core,72
STU04910,English,Core,62
STU04911,History,Core,92
STU04912,Art,Elective,77
STU04913,Photography,Elective,100
STU04914,English,Core,100
STU04915,Mathematics,Core,76
STU04916,History,Core,75
STU04917,Debate,Elective,72
STU04918,Mathematics,Core,72
STU04919,Art,Elective,73
STU04920,Mathematics,Core,81
STU04921,Science,Core,79
STU04922,Debate,Elective,85
STU04923,History,Core,65
STU04924,Geography,Core,81
STU04925,Art,Elective,61
STU04926,Dance,Elective,81
STU04927,History,Core,71
STU04928,History,Core,89
STU04929,History,Core,77
STU04930,Cooking,Elective,48
STU04931,Dance,Elective,51
STU04932,Mathematics,Core,43
STU04933,Dance,Elective,94
STU04934,Geography,Core,70
STU04935,Drama,Elective,90
STU04936,History,Core,86
STU04937,Photography,Elective,97
STU04938,Physical Education,Elective,75
STU04939,Physical Education,Elective,86
STU04940,Cooking,Elective,87
STU04941,Photography,Elective,74
STU04942,English,Core,72
STU04943,Cooking,Elective,73
STU04944,Mathematics,Core,73
STU04945,English,Core,74
STU04946,History,Core,59
STU04947,Debate,Elective,100
STU04948,Robotics,Elective,63
STU04949,History,Core,87
STU04950,Geography,Core,72
STU04951,Robotics,Elective,44
STU04952,English,Core,41
STU04953,English,Core,90
STU04954,Photography,Elective,64
STU04955,Mathematics,Core,58
STU04956,Music,Elective,97
STU04957,English,Core,82
STU04958,Science,Core,51
STU04959,Mathematics,Core,85
STU04960,Science,Core,80
STU04961,Music,Elective,81
STU04962,Geography,Core,91
STU04963,Cooking,Elective,88
STU04964,Computer Science,Elective,76
STU04965,Physical Education,Elective,70
STU04966,History,Core,91
STU04967,Robotics,Elective,89
STU04968,History,Core,67
STU04969,Robotics,Elective,88
STU04970,Physical Education,Elective,71
STU04971,Debate,Elective,74
STU04972,History,Core,78
STU04973,History,Core,86
STU04974,English,Core,66
STU04975,Dance,Elective,52
STU04976,Science,Core,86
STU04977,Music,Elective,78
STU04978,English,Core,67
STU04979,Cooking,Elective,57
STU04980,Drama,Elective,94
STU04981,Physical Education,Elective,70
STU04982,Science,Core,90
STU04983,Drama,Elective,88
STU04984,English,Core,71
STU04985,Geography,Core,74
STU04986,Photography,Elective,71
STU04987,Art,Elective,68
STU04988,History,Core,83
STU04989,Geography,Core,61
STU04990,English,Core,69
STU04991,Science,Core,74
STU04992,Geography,Core,63
STU04993,Geography,Core,75
STU04994,Drama,Elective,89
STU04995,Photography,Elective,73
STU04996,Mathematics,Core,72
STU04997,Geography,Core,89
STU04998,Cooking,Elective,80
STU04999,Dance,Elective,89
STU05000,Science,Core,77
STU05001,Robotics,Elective,80
STU05002,Drama,Elective,53
STU05003,English,Core,89
STU05004,Geography,Core,56
STU05005,Geography,Core,80
STU05006,Science,Core,73
STU05007,Physical Education,Elective,73
STU05008,Science,Core,79
STU05009,Dance,Elective,78
STU05010,History,Core,60
STU05011,Geography,Core,58
STU05012,Dance,Elective,94
STU05013,Science,Core,89
STU05014,English,Core,71
STU05015,English,Core,91
STU05016,Dance,Elective,73
STU05017,Robotics,Elective,73
STU05018,Science,Core,79
STU05019,Geography,Core,69
STU05020,Photography,Elective,100
STU05021,Cooking,Elective,73
STU05022,Geography,Core,77
STU05023,Science,Core,79
STU05024,Debate,Elective,74
STU05025,Music,Elective,56
STU05026,English,Core,87
STU05027,Science,Core,76
STU05028,Art,Elective,37
STU05029,Robotics,Elective,76
STU05030,Drama,Elective,61
STU05031,Music,Elective,77
STU05032,Mathematics,Core,76
STU05033,Robotics,Elective,76
STU05034,Mathematics,Core,79
STU05035,Mathematics,Core,58
STU05036,Cooking,Elective,93
STU05037,Computer Science,Elective,91
STU05038,Science,Core,63
STU05039,Drama,Elective,97
STU05040,Science,Core,71
STU05041,Science,Core,73
STU05042,Music,Elective,98
STU05043,Photography,Elective,86
STU05044,Debate,Elective,89
STU05045,Drama,Elective,40
STU05046,Drama,Elective,87
STU05047,English,Core,100
STU05048,Cooking,Elective,82
STU05049,Art,Elective,72
STU05050,History,Core,49
STU05051,Music,Elective,63
STU05052,Physical Education,Elective,72
STU05053,Science,Core,70
STU05054,Physical Education,Elective,58
STU05055,Photography,Elective,81
STU05056,Cooking,Elective,80
STU05057,Drama,Elective,80
STU05058,Geography,Core,85
STU05059,Music,Elective,60
STU05060,English,Core,69
STU05061,History,Core,68
STU05062,English,Core,63
STU05063,Computer Science,Elective,99
STU05064,Music,Elective,54
STU05065,Cooking,Elective,83
STU05066,Geography,Core,89
STU05067,English,Core,75
STU05068,Computer Science,Elective,86
STU05069,History,Core,80
STU05070,Robotics,Elective,79
STU05071,Cooking,Elective,100
STU05072,History,Core,78
STU05073,Music,Elective,55
STU05074,Drama,Elective,100
STU05075,Geography,Core,61
STU05076,Robotics,Elective,82
STU05077,Mathematics,Core,64
STU05078,History,Core,76
STU05079,Geography,Core,68
STU05080,Drama,Elective,89
STU05081,Science,Core,81
STU05082,Cooking,Elective,100
STU05083,Geography,Core,75
STU05084,Geography,Core,71
STU05085,Robotics,Elective,73
STU05086,History,Core,77
STU05087,Mathematics,Core,87
STU05088,History,Core,96
STU05089,English,Core,81
STU05090,English,Core,87
STU05091,English,Core,90
STU05092,Photography,Elective,89
STU05093,English,Core,97
STU05094,Robotics,Elective,79
STU05095,English,Core,81
STU05096,Computer Science,Elective,76
STU05097,Physical Education,Elective,81
STU05098,Geography,Core,79
STU05099,Mathematics,Core,99
STU05100,Mathematics,Core,84
STU05101,Physical Education,Elective,100
STU05102,Music,Elective,77
STU05103,Mathematics,Core,68
STU05104,Dance,Elective,82
STU05105,Cooking,Elective,96
STU05106,Art,Elective,80
STU05107,Mathematics,Core,79
STU05108,Physical Education,Elective,77
STU05109,Robotics,Elective,81
STU05110,Science,Core,74
STU05111,Physical Education,Elective,71
STU05112,Robotics,Elective,85
STU05113,English,Core,76
STU05114,Geography,Core,57
STU05115,Mathematics,Core,67
STU05116,History,Core,78
STU05117,Science,Core,60
STU05118,Robotics,Elective,66
STU05119,Computer Science,Elective,78
STU05120,Debate,Elective,50
STU05121,Geography,Core,100
STU05122,History,Core,68
STU05123,Science,Core,79
STU05124,Photography,Elective,68
STU05125,Dance,Elective,86
STU05126,Dance,Elective,56
STU05127,Science,Core,74
STU05128,History,Core,77
STU05129,History,Core,89
STU05130,History,Core,76
STU05131,Art,Elective,79
STU05132,Robotics,Elective,60
STU05133,Drama,Elective,77
STU05134,Science,Core,95
STU05135,Science,Core,61
STU05136,English,Core,73
STU05137,Mathematics,Core,92
STU05138,Mathematics,Core,59
STU05139,Robotics,Elective,93
STU05140,History,Core,70
STU05141,Computer Science,Elective,83
STU05142,Geography,Core,68
STU05143,Music,Elective,88
STU05144,Physical Education,Elective,62
STU05145,Debate,Elective,96
STU05146,Science,Core,79
STU05147,Mathematics,Core,83
STU05148,Geography,Core,84
STU05149,English,Core,85
STU05150,Geography,Core,65
STU05151,Geography,Core,60
STU05152,Dance,Elective,79
STU05153,Mathematics,Core,63
STU05154,Computer Science,Elective,95
STU05155,History,Core,78
STU05156,English,Core,76
STU05157,Mathematics,Core,56
STU05158,Dance,Elective,77
STU05159,Art,Elective,70
STU05160,Physical Education,Elective,82
STU05161,Mathematics,Core,72
STU05162,Dance,Elective,73
STU05163,Physical Education,Elective,77
STU05164,History,Core,97
STU05165,Robotics,Elective,89
STU05166,Art,Elective,87
STU05167,Science,Core,85
STU05168,English,Core,94
STU05169,History,Core,88
STU05170,Photography,Elective,54
STU05171,Music,Elective,75
STU05172,Physical Education,Elective,90
STU05173,History,Core,66
STU05174,Computer Science,Elective,93
STU05175,Science,Core,84
STU05176,History,Core,88
STU05177,Debate,Elective,67
STU05178,Music,Elective,40
STU05179,Dance,Elective,71
STU05180,History,Core,82
STU05181,Dance,Elective,79
STU05182,Cooking,Elective,91
STU05183,Robotics,Elective,85
STU05184,Art,Elective,81
STU05185,English,Core,58
STU05186,Computer Science,Elective,93
STU05187,Debate,Elective,74
STU05188,Photography,Elective,90
STU05189,Physical Education,Elective,85
STU05190,Photography,Elective,87
STU05191,Mathematics,Core,62
STU05192,Robotics,Elective,100
STU05193,Geography,Core,56
STU05194,English,Core,75
STU05195,Robotics,Elective,87
STU05196,Geography,Core,82
STU05197,Computer Science,Elective,81
STU05198,Geography,Core,74
STU05199,Drama,Elective,90
STU05200,Physical Education,Elective,99
STU05201,Music,Elective,70
STU05202,English,Core,89
STU05203,Photography,Elective,100
STU05204,Mathematics,Core,96
STU05205,Mathematics,Core,78
STU05206,Robotics,Elective,59
STU05207,History,Core,65
STU05208,Cooking,Elective,100
STU05209,Photography,Elective,60
STU05210,Computer Science,Elective,88
STU05211,Physical Education,Elective,61
STU05212,English,Core,90
STU05213,Geography,Core,69
STU05214,Dance,Elective,92
STU05215,Mathematics,Core,47
STU05216,Drama,Elective,62
STU05217,Computer Science,Elective,92
STU05218,Drama,Elective,70
STU05219,Drama,Elective,62
STU05220,Science,Core,84
STU05221,Mathematics,Core,76
STU05222,Geography,Core,100
STU05223,Computer Science,Elective,77
STU05224,Robotics,Elective,81
STU05225,Geography,Core,88
STU05226,English,Core,88
STU05227,English,Core,86
STU05228,Science,Core,78
STU05229,Science,Core,94
STU05230,Mathematics,Core,75
STU05231,Photography,Elective,72
STU05232,Mathematics,Core,83
STU05233,Mathematics,Core,73
STU05234,Science,Core,66
STU05235,Art,Elective,70
STU05236,Science,Core,74
STU05237,Physical Education,Elective,85
STU05238,Art,Elective,74
STU05239,Art,Elective,77
STU05240,Mathematics,Core,83
STU05241,English,Core,82
STU05242,Robotics,Elective,74
STU05243,Computer Science,Elective,94
STU05244,Physical Education,Elective,100
STU05245,English,Core,78
STU05246,Music,Elective,85
STU05247,Dance,Elective,82
STU05248,Geography,Core,86
STU05249,Art,Elective,79
STU05250,Photography,Elective,55
STU05251,Computer Science,Elective,73
STU05252,Geography,Core,78
STU05253,Robotics,Elective,90
STU05254,Photography,Elective,75
STU05255,Mathematics,Core,93
STU05256,Music,Elective,72
STU05257,Photography,Elective,79
STU05258,Photography,Elective,89
STU05259,Science,Core,100
STU05260,English,Core,84
STU05261,Debate,Elective,100
STU05262,Geography,Core,66
STU05263,Geography,Core,44
STU05264,Science,Core,65
STU05265,Science,Core,52
STU05266,Geography,Core,88
STU05267,Art,Elective,85
STU05268,Drama,Elective,93
STU05269,Drama,Elective,85
STU05270,Computer Science,Elective,91
STU05271,Geography,Core,79
STU05272,Geography,Core,65
STU05273,Robotics,Elective,81
STU05274,English,Core,72
STU05275,Drama,Elective,80
STU05276,History,Core,67
STU05277,Mathematics,Core,97
STU05278,Computer Science,Elective,75
STU05279,Photography,Elective,96
STU05280,English,Core,100
STU05281,Physical Education,Elective,100
STU05282,History,Core,79
STU05283,English,Core,71
STU05284,Science,Core,62
STU05285,Mathematics,Core,84
STU05286,Geography,Core,85
STU05287,English,Core,80
STU05288,Computer Science,Elective,100
STU05289,Science,Core,71
STU05290,Drama,Elective,83
STU05291,History,Core,84
STU05292,Mathematics,Core,98
STU05293,Mathematics,Core,100
STU05294,Drama,Elective,69
STU05295,Cooking,Elective,45
STU05296,Dance,Elective,95
STU05297,Debate,Elective,99
STU05298,Geography,Core,85
STU05299,Geography,Core,65
STU05300,Music,Elective,86
STU05301,Physical Education,Elective,96
STU05302,Photography,Elective,77
STU05303,Mathematics,Core,78
STU05304,Science,Core,82
STU05305,Photography,Elective,82
STU05306,Robotics,Elective,95
STU05307,Drama,Elective,64
STU05308,Drama,Elective,72
STU05309,Geography,Core,67
STU05310,Mathematics,Core,82
STU05311,Robotics,Elective,60
STU05312,Art,Elective,46
STU05313,History,Core,82
STU05314,English,Core,80
STU05315,English,Core,69
STU05316,Music,Elective,81
STU05317,Drama,Elective,92
STU05318,Computer Science,Elective,88
STU05319,Mathematics,Core,69
STU05320,Photography,Elective,100
STU05321,Mathematics,Core,78
STU05322,Geography,Core,72
STU05323,Mathematics,Core,50
STU05324,Cooking,Elective,84
STU05325,Music,Elective,100
STU05326,English,Core,69
STU05327,Science,Core,68
STU05328,History,Core,88
STU05329,Science,Core,82
STU05330,Robotics,Elective,100
STU05331,Robotics,Elective,96
STU05332,Mathematics,Core,82
STU05333,Debate,Elective,70
STU05334,Music,Elective,100
STU05335,Science,Core,100
STU05336,Computer Science,Elective,90
STU05337,Science,Core,80
STU05338,Drama,Elective,96
STU05339,Computer Science,Elective,72
STU05340,Mathematics,Core,45
STU05341,Dance,Elective,78
STU05342,Science,Core,57
STU05343,Physical Education,Elective,100
STU05344,Geography,Core,70
STU05345,Mathematics,Core,91
STU05346,Photography,Elective,86
STU05347,Music,Elective,81
STU05348,Art,Elective,60
STU05349,Drama,Elective,96
STU05350,Dance,Elective,73
STU05351,English,Core,67
STU05352,English,Core,70
STU05353,Geography,Core,85
STU05354,Cooking,Elective,84
STU05355,Cooking,Elective,67
STU05356,Photography,Elective,92
STU05357,English,Core,74
STU05358,Science,Core,100
STU05359,Photography,Elective,76
STU05360,Science,Core,76
STU05361,History,Core,63
STU05362,Debate,Elective,87
STU05363,History,Core,58
STU05364,Science,Core,71
STU05365,History,Core,83
STU05366,Computer Science,Elective,62
STU05367,Robotics,Elective,95
STU05368,Computer Science,Elective,56
STU05369,Mathematics,Core,69
STU05370,Science,Core,87
STU05371,Drama,Elective,100
STU05372,History,Core,90
STU05373,Debate,Elective,89
STU05374,Debate,Elective,100
STU05375,Science,Core,74
STU05376,History,Core,65
STU05377,Cooking,Elective,64
STU05378,Debate,Elective,68
STU05379,Debate,Elective,65
STU05380,Debate,Elective,78
STU05381,History,Core,58
STU05382,English,Core,59
STU05383,Mathematics,Core,78
STU05384,Dance,Elective,99
STU05385,Geography,Core,72
STU05386,English,Core,62
STU05387,Mathematics,Core,77
STU05388,Physical Education,Elective,65
STU05389,Art,Elective,90
STU05390,Robotics,Elective,95
STU05391,Physical Education,Elective,85
STU05392,Music,Elective,57
STU05393,History,Core,100
STU05394,Robotics,Elective,95
STU05395,Dance,Elective,89
STU05396,Robotics,Elective,81
STU05397,Science,Core,88
STU05398,Geography,Core,91
STU05399,Science,Core,56
STU05400,Science,Core,65
STU05401,Drama,Elective,83
STU05402,Art,Elective,68
STU05403,Music,Elective,60
STU05404,Geography,Core,86
STU05405,English,Core,81
STU05406,Geography,Core,79
STU05407,Physical Education,Elective,76
STU05408,Music,Elective,67
STU05409,Computer Science,Elective,74
STU05410,Photography,Elective,81
STU05411,Robotics,Elective,83
STU05412,English,Core,49
STU05413,English,Core,56
STU05414,English,Core,83
STU05415,English,Core,81
STU05416,Geography,Core,65
STU05417,Physical Education,Elective,87
STU05418,Geography,Core,83
STU05419,Music,Elective,58
STU05420,Debate,Elective,87
STU05421,Geography,Core,93
STU05422,Science,Core,61
STU05423,Cooking,Elective,56
STU05424,Robotics,Elective,68
STU05425,English,Core,66
STU05426,Drama,Elective,75
STU05427,Mathematics,Core,68
STU05428,Science,Core,74
STU05429,Mathematics,Core,73
STU05430,History,Core,74
STU05431,History,Core,54
STU05432,Physical Education,Elective,79
STU05433,Physical Education,Elective,43
STU05434,Mathematics,Core,71
STU05435,Mathematics,Core,82
STU05436,Debate,Elective,93
STU05437,Mathematics,Core,74
STU05438,Geography,Core,80
STU05439,Robotics,Elective,87
STU05440,Computer Science,Elective,95
STU05441,History,Core,72
STU05442,Science,Core,77
STU05443,English,Core,80
STU05444,Mathematics,Core,90
STU05445,English,Core,94
STU05446,Mathematics,Core,87
STU05447,Physical Education,Elective,96
STU05448,History,Core,65
STU05449,Science,Core,54
STU05450,Mathematics,Core,84
STU05451,English,Core,94
STU05452,Drama,Elective,90
STU05453,English,Core,65
STU05454,Science,Core,65
STU05455,Drama,Elective,57
STU05456,Cooking,Elective,83
STU05457,Art,Elective,91
STU05458,History,Core,84
STU05459,Physical Education,Elective,89
STU05460,Drama,Elective,84
STU05461,Physical Education,Elective,100
STU05462,Music,Elective,79
STU05463,Geography,Core,80
STU05464,History,Core,61
STU05465,Dance,Elective,76
STU05466,Robotics,Elective,52
STU05467,Drama,Elective,84
STU05468,Music,Elective,73
STU05469,Music,Elective,87
STU05470,Photography,Elective,70
STU05471,English,Core,73
STU05472,Geography,Core,73
STU05473,Science,Core,62
STU05474,Art,Elective,92
STU05475,Science,Core,67
STU05476,Art,Elective,75
STU05477,Debate,Elective,50
STU05478,Art,Elective,100
STU05479,English,Core,62
STU05480,Music,Elective,65
STU05481,English,Core,72
STU05482,English,Core,78
STU05483,Photography,Elective,66
STU05484,Dance,Elective,68
STU05485,Drama,Elective,65
STU05486,Mathematics,Core,54
STU05487,Cooking,Elective,78
STU05488,English,Core,77
STU05489,Science,Core,72
STU05490,Music,Elective,68
STU05491,Music,Elective,100
STU05492,Geography,Core,100
STU05493,Mathematics,Core,93
STU05494,Physical Education,Elective,71
STU05495,Mathematics,Core,90
STU05496,Geography,Core,70
STU05497,Dance,Elective,88
STU05498,English,Core,75
STU05499,Robotics,Elective,86
STU05500,Robotics,Elective,78
STU05501,Robotics,Elective,61
STU05502,Drama,Elective,90
STU05503,Robotics,Elective,95
STU05504,Computer Science,Elective,100
STU05505,English,Core,70
STU05506,Computer Science,Elective,85
STU05507,Geography,Core,73
STU05508,History,Core,78
STU05509,English,Core,58
STU05510,Mathematics,Core,91
STU05511,Cooking,Elective,65
STU05512,Science,Core,66
STU05513,Photography,Elective,67
STU05514,English,Core,82
STU05515,Cooking,Elective,79
STU05516,Science,Core,78
STU05517,Cooking,Elective,65
STU05518,Mathematics,Core,74
STU05519,English,Core,75
STU05520,Photography,Elective,79
STU05521,History,Core,67
STU05522,Physical Education,Elective,96
STU05523,History,Core,80
STU05524,Robotics,Elective,88
STU05525,Geography,Core,58
STU05526,English,Core,85
STU05527,Physical Education,Elective,75
STU05528,Physical Education,Elective,82
STU05529,History,Core,75
STU05530,Music,Elective,79
STU05531,Computer Science,Elective,86
STU05532,Science,Core,68
STU05533,English,Core,82
STU05534,Physical Education,Elective,83
STU05535,Mathematics,Core,56
STU05536,Mathematics,Core,79
STU05537,History,Core,66
STU05538,Science,Core,47
STU05539,Art,Elective,30
STU05540,History,Core,58
STU05541,History,Core,74
STU05542,English,Core,82
STU05543,Robotics,Elective,90
STU05544,Robotics,Elective,72
STU05545,Photography,Elective,71
STU05546,Geography,Core,93
STU05547,History,Core,88
STU05548,Computer Science,Elective,86
STU05549,Drama,Elective,68
STU05550,Robotics,Elective,85
STU05551,History,Core,76
STU05552,Dance,Elective,80
STU05553,Drama,Elective,76
STU05554,Dance,Elective,86
STU05555,Art,Elective,98
STU05556,Music,Elective,92
STU05557,History,Core,86
STU05558,Geography,Core,86
STU05559,History,Core,62
STU05560,Geography,Core,95
STU05561,Science,Core,65
STU05562,Drama,Elective,53
STU05563,History,Core,85
STU05564,Geography,Core,85
STU05565,Dance,Elective,65
STU05566,Geography,Core,67
STU05567,Dance,Elective,67
STU05568,Mathematics,Core,87
STU05569,Drama,Elective,87
STU05570,Science,Core,80
STU05571,Geography,Core,95
STU05572,Drama,Elective,68
STU05573,English,Core,47
STU05574,Mathematics,Core,60
STU05575,History,Core,53
STU05576,Science,Core,77
STU05577,Mathematics,Core,82
STU05578,Mathematics,Core,68
STU05579,Physical Education,Elective,72
STU05580,Science,Core,67
STU05581,Geography,Core,87
STU05582,Mathematics,Core,82
STU05583,Science,Core,51
STU05584,Mathematics,Core,89
STU05585,Robotics,Elective,94
STU05586,English,Core,78
STU05587,History,Core,90
STU05588,English,Core,96
STU05589,Science,Core,89
STU05590,Mathematics,Core,99
STU05591,Computer Science,Elective,93
STU05592,Computer Science,Elective,85
STU05593,Art,Elective,72
STU05594,English,Core,79
STU05595,Geography,Core,56
STU05596,Debate,Elective,88
STU05597,Science,Core,77
STU05598,Computer Science,Elective,76
STU05599,Mathematics,Core,82
STU05600,History,Core,90
STU05601,Robotics,Elective,77
STU05602,Art,Elective,76
STU05603,Music,Elective,84
STU05604,Mathematics,Core,91
STU05605,Computer Science,Elective,67
STU05606,Mathematics,Core,82
STU05607,English,Core,97
STU05608,Geography,Core,82
STU05609,English,Core,85
STU05610,Mathematics,Core,80
STU05611,Computer Science,Elective,78
STU05612,Robotics,Elective,64
STU05613,English,Core,87
STU05614,History,Core,62
STU05615,Debate,Elective,98
STU05616,Science,Core,43
STU05617,Science,Core,85
STU05618,Mathematics,Core,76
STU05619,History,Core,79
STU05620,Geography,Core,91
STU05621,History,Core,84
STU05622,History,Core,63
STU05623,Dance,Elective,73
STU05624,Photography,Elective,96
STU05625,Science,Core,64
STU05626,Geography,Core,87
STU05627,Geography,Core,78
STU05628,English,Core,72
STU05629,Dance,Elective,65
STU05630,Robotics,Elective,100
STU05631,Mathematics,Core,72
STU05632,Geography,Core,83
STU05633,Geography,Core,91
STU05634,Computer Science,Elective,80
STU05635,Photography,Elective,83
STU05636,Cooking,Elective,100
STU05637,Art,Elective,67
STU05638,English,Core,73
STU05639,Computer Science,Elective,90
STU05640,Art,Elective,77
STU05641,Robotics,Elective,100
STU05642,Photography,Elective,76
STU05643,Art,Elective,49
STU05644,Photography,Elective,77
STU05645,Robotics,Elective,70
STU05646,English,Core,80
STU05647,Dance,Elective,87
STU05648,Dance,Elective,92
STU05649,Dance,Elective,55
STU05650,Mathematics,Core,54
STU05651,Debate,Elective,98
STU05652,Mathematics,Core,74
STU05653,Computer Science,Elective,80
STU05654,Drama,Elective,75
STU05655,Drama,Elective,100
STU05656,English,Core,59
STU05657,Cooking,Elective,95
STU05658,Science,Core,70
STU05659,Geography,Core,69
STU05660,English,Core,59
STU05661,Robotics,Elective,100
STU05662,Cooking,Elective,76
STU05663,Mathematics,Core,74
STU05664,Cooking,Elective,69
STU05665,Art,Elective,83
STU05666,History,Core,58
STU05667,Robotics,Elective,50
STU05668,Robotics,Elective,47
STU05669,Physical Education,Elective,85
STU05670,Music,Elective,80
STU05671,Mathematics,Core,76
STU05672,Mathematics,Core,93
STU05673,History,Core,79
STU05674,Cooking,Elective,55
STU05675,Science,Core,77
STU05676,Art,Elective,44
STU05677,Photography,Elective,72
STU05678,Science,Core,67
STU05679,Physical Education,Elective,71
STU05680,English,Core,76
STU05681,Dance,Elective,82
STU05682,Geography,Core,72
STU05683,Computer Science,Elective,71
STU05684,Cooking,Elective,97
STU05685,Cooking,Elective,94
STU05686,Debate,Elective,74
STU05687,English,Core,62
STU05688,Music,Elective,100
STU05689,Music,Elective,69
STU05690,Science,Core,86
STU05691,History,Core,73
STU05692,Mathematics,Core,76
STU05693,English,Core,66
STU05694,English,Core,86
STU05695,Science,Core,66
STU05696,Geography,Core,80
STU05697,Music,Elective,63
STU05698,Geography,Core,84
STU05699,Science,Core,67
STU05700,Debate,Elective,54
STU05701,Dance,Elective,78
STU05702,Cooking,Elective,74
STU05703,Geography,Core,96
STU05704,Photography,Elective,100
STU05705,History,Core,88
STU05706,Music,Elective,78
STU05707,Debate,Elective,81
STU05708,Music,Elective,53
STU05709,Drama,Elective,57
STU05710,Debate,Elective,79
STU05711,Music,Elective,70
STU05712,Geography,Core,78
STU05713,History,Core,96
STU05714,Drama,Elective,100
STU05715,Drama,Elective,66
STU05716,Cooking,Elective,66
STU05717,Mathematics,Core,71
STU05718,Physical Education,Elective,59
STU05719,Cooking,Elective,69
STU05720,Mathematics,Core,51
STU05721,Geography,Core,84
STU05722,Computer Science,Elective,58
STU05723,Geography,Core,75
STU05724,Drama,Elective,57
STU05725,Cooking,Elective,54
STU05726,English,Core,74
STU05727,Mathematics,Core,75
STU05728,Debate,Elective,78
STU05729,Science,Core,93
STU05730,Robotics,Elective,89
STU05731,English,Core,78
STU05732,Mathematics,Core,76
STU05733,Geography,Core,87
STU05734,Science,Core,69
STU05735,History,Core,61
