GradeRecordID,StudentID,SubjectName,SubjectType,Grade
GRD05444,STU044,Photography,Elective,71
GRD05445,STU045,Debate,Elective,50
GRD05446,STU046,Music,Elective,46
GRD05447,STU047,History,Core,45
GRD05448,STU048,Mathematics,Core,41
GRD05449,STU049,English,Core,86
GRD05450,STU050,Science,Core,49
GRD05451,STU001,Geography,Core,85
GRD05452,STU002,Art,Elective,82
GRD05453,STU003,Drama,Elective,70
GRD05454,STU004,Computer Science,Elective,75
GRD05455,STU005,Robotics,Elective,96
GRD05456,STU006,Physical Education,Elective,43
GRD05457,STU007,Dance,Elective,59
GRD05458,STU008,Cooking,Elective,92
GRD05459,STU009,Photography,Elective,64
GRD05460,STU010,Debate,Elective,69
GRD05461,STU011,Music,Elective,75
GRD05462,STU012,History,Core,49
GRD05463,STU013,Mathematics,Core,99
GRD05464,STU014,English,Core,92
GRD05465,STU015,Science,Core,41
GRD05466,STU016,Geography,Core,60
GRD05467,STU017,Art,Elective,60
GRD05468,STU018,Drama,Elective,74
GRD05469,STU019,Computer Science,Elective,65
GRD05470,STU020,Robotics,Elective,69
GRD05471,STU021,Physical Education,Elective,50
GRD05472,STU022,Dance,Elective,69
GRD05473,STU023,Cooking,Elective,95
GRD05474,STU024,Photography,Elective,42
GRD05475,STU025,Debate,Elective,80
GRD05476,STU026,Music,Elective,74
GRD05477,STU027,History,Core,79
GRD05478,STU028,Mathematics,Core,89
GRD05479,STU029,English,Core,65
GRD05480,STU030,Science,Core,45
GRD05481,STU031,Geography,Core,89
GRD05482,STU032,Art,Elective,56
GRD05483,STU033,Drama,Elective,70
GRD05484,STU034,Computer Science,Elective,75
GRD05485,STU035,Robotics,Elective,43
GRD05486,STU036,Physical Education,Elective,82
GRD05487,STU037,Dance,Elective,43
GRD05488,STU038,Cooking,Elective,41
GRD05489,STU039,Photography,Elective,79
GRD05490,STU040,Debate,Elective,46
GRD05491,STU041,Music,Elective,70
GRD05492,STU042,History,Core,80
GRD05493,STU043,Mathematics,Core,51
GRD05494,STU044,English,Core,63
GRD05495,STU045,Science,Core,71
GRD05496,STU046,Geography,Core,69
GRD05497,STU047,Art,Elective,80
GRD05498,STU048,Drama,Elective,49
GRD05499,STU049,Computer Science,Elective,95
GRD05500,STU050,Robotics,Elective,67
GRD05501,STU001,Physical Education,Elective,42
GRD05502,STU002,Dance,Elective,51
GRD05503,STU003,Cooking,Elective,77
GRD05504,STU004,Photography,Elective,99
GRD05505,STU005,Debate,Elective,57
GRD05506,STU006,Music,Elective,65
GRD05507,STU007,History,Core,61
GRD05508,STU008,Mathematics,Core,58
GRD05509,STU009,English,Core,46
GRD05510,STU010,Science,Core,53
GRD05511,STU011,Geography,Core,86
GRD05512,STU012,Art,Elective,90
GRD05513,STU013,Drama,Elective,62
GRD05514,STU014,Computer Science,Elective,47
GRD05515,STU015,Robotics,Elective,62
GRD05516,STU016,Physical Education,Elective,92
GRD05517,STU017,Dance,Elective,66
GRD05518,STU018,Cooking,Elective,77
GRD05519,STU019,Photography,Elective,88
GRD05520,STU020,Debate,Elective,49
GRD05521,STU021,Music,Elective,58
GRD05522,STU022,History,Core,43
GRD05523,STU023,Mathematics,Core,65
GRD05524,STU024,English,Core,46
GRD05525,STU025,Science,Core,74
GRD05526,STU026,Geography,Core,52
GRD05527,STU027,Art,Elective,50
GRD05528,STU028,Drama,Elective,42
GRD05529,STU029,Computer Science,Elective,40
GRD05530,STU030,Robotics,Elective,76
GRD05531,STU031,Physical Education,Elective,85
GRD05532,STU032,Dance,Elective,75
GRD05533,STU033,Cooking,Elective,64
GRD05534,STU034,Photography,Elective,91
GRD05535,STU035,Debate,Elective,55
GRD05536,STU036,Music,Elective,45
GRD05537,STU037,History,Core,79
GRD05538,STU038,Mathematics,Core,52
GRD05539,STU039,English,Core,88
GRD05540,STU040,Science,Core,42
GRD05541,STU041,Geography,Core,47
GRD05542,STU042,Art,Elective,98
GRD05543,STU043,Drama,Elective,91
GRD05544,STU044,Computer Science,Elective,94
GRD05545,STU045,Robotics,Elective,77
GRD05546,STU046,Physical Education,Elective,42
GRD05547,STU047,Dance,Elective,90
GRD05548,STU048,Cooking,Elective,83
GRD05549,STU049,Photography,Elective,78
GRD05550,STU050,Debate,Elective,91
GRD05551,STU001,Music,Elective,60
GRD05552,STU002,History,Core,81
GRD05553,STU003,Mathematics,Core,94
GRD05554,STU004,English,Core,48
GRD05555,STU005,Science,Core,63
GRD05556,STU006,Geography,Core,100
GRD05557,STU007,Art,Elective,52
GRD05558,STU008,Drama,Elective,81
GRD05559,STU009,Computer Science,Elective,92
GRD05560,STU010,Robotics,Elective,80
GRD05561,STU011,Physical Education,Elective,63
GRD05562,STU012,Dance,Elective,76
GRD05563,STU013,Cooking,Elective,52
GRD05564,STU014,Photography,Elective,55
GRD05565,STU015,Debate,Elective,72
GRD05566,STU016,Music,Elective,79
GRD05567,STU017,History,Core,81
GRD05568,STU018,Mathematics,Core,95
GRD05569,STU019,English,Core,40
GRD05570,STU020,Science,Core,44
GRD05571,STU021,Geography,Core,74
GRD05572,STU022,Art,Elective,72
GRD05573,STU023,Drama,Elective,55
GRD05574,STU024,Computer Science,Elective,92
GRD05575,STU025,Robotics,Elective,77
GRD05576,STU026,Physical Education,Elective,66
GRD05577,STU027,Dance,Elective,40
GRD05578,STU028,Cooking,Elective,47
GRD05579,STU029,Photography,Elective,40
GRD05580,STU030,Debate,Elective,82
GRD05581,STU031,Music,Elective,62
GRD05582,STU032,History,Core,94
GRD05583,STU033,Mathematics,Core,45
GRD05584,STU034,English,Core,46
GRD05585,STU035,Science,Core,80
GRD05586,STU036,Geography,Core,41
GRD05587,STU037,Art,Elective,49
GRD05588,STU038,Drama,Elective,79
GRD05589,STU039,Computer Science,Elective,89
GRD05590,STU040,Robotics,Elective,81
GRD05591,STU041,Physical Education,Elective,50
GRD05592,STU042,Dance,Elective,56
GRD05593,STU043,Cooking,Elective,95
GRD05594,STU044,Photography,Elective,76
GRD05595,STU045,Debate,Elective,44
GRD05596,STU046,Music,Elective,44
GRD05597,STU047,History,Core,75
GRD05598,STU048,Mathematics,Core,82
GRD05599,STU049,English,Core,78
GRD05600,STU050,Science,Core,95
GRD05601,STU001,Geography,Core,95
GRD05602,STU002,Art,Elective,54
GRD05603,STU003,Drama,Elective,41
GRD05604,STU004,Computer Science,Elective,56
GRD05605,STU005,Robotics,Elective,81
GRD05606,STU006,Physical Education,Elective,84
GRD05607,STU007,Dance,Elective,59
GRD05608,STU008,Cooking,Elective,53
GRD05609,STU009,Photography,Elective,94
GRD05610,STU010,Debate,Elective,78
GRD05611,STU011,Music,Elective,85
GRD05612,STU012,History,Core,84
GRD05613,STU013,Mathematics,Core,62
GRD05614,STU014,English,Core,89
GRD05615,STU015,Science,Core,58
GRD05616,STU016,Geography,Core,77
GRD05617,STU017,Art,Elective,81
GRD05618,STU018,Drama,Elective,67
GRD05619,STU019,Computer Science,Elective,93
GRD05620,STU020,Robotics,Elective,62
GRD05621,STU021,Physical Education,Elective,83
GRD05622,STU022,Dance,Elective,68
GRD05623,STU023,Cooking,Elective,59
GRD05624,STU024,Photography,Elective,97
GRD05625,STU025,Debate,Elective,100
GRD05626,STU026,Music,Elective,49
GRD05627,STU027,History,Core,85
GRD05628,STU028,Mathematics,Core,41
GRD05629,STU029,English,Core,69
GRD05630,STU030,Science,Core,51
GRD05631,STU031,Geography,Core,43
GRD05632,STU032,Art,Elective,67
GRD05633,STU033,Drama,Elective,44
GRD05634,STU034,Computer Science,Elective,64
GRD05635,STU035,Robotics,Elective,96
GRD05636,STU036,Physical Education,Elective,84
GRD05637,STU037,Dance,Elective,44
GRD05638,STU038,Cooking,Elective,96
GRD05639,STU039,Photography,Elective,47
GRD05640,STU040,Debate,Elective,40
GRD05641,STU041,Music,Elective,100
GRD05642,STU042,History,Core,81
GRD05643,STU043,Mathematics,Core,77
GRD05644,STU044,English,Core,44
GRD05645,STU045,Science,Core,54
GRD05646,STU046,Geography,Core,87
GRD05647,STU047,Art,Elective,66
GRD05648,STU048,Drama,Elective,50
GRD05649,STU049,Computer Science,Elective,49
GRD05650,STU050,Robotics,Elective,73
GRD05651,STU001,Physical Education,Elective,55
GRD05652,STU002,Dance,Elective,47
GRD05653,STU003,Cooking,Elective,76
GRD05654,STU004,Photography,Elective,64
GRD05655,STU005,Debate,Elective,67
GRD05656,STU006,Music,Elective,99
GRD05657,STU007,History,Core,53
GRD05658,STU008,Mathematics,Core,65
GRD05659,STU009,English,Core,58
GRD05660,STU010,Science,Core,71
GRD05661,STU011,Geography,Core,57
GRD05662,STU012,Art,Elective,81
GRD05663,STU013,Drama,Elective,72
GRD05664,STU014,Computer Science,Elective,57
GRD05665,STU015,Robotics,Elective,72
GRD05666,STU016,Physical Education,Elective,100
GRD05667,STU017,Dance,Elective,48
GRD05668,STU018,Cooking,Elective,82
GRD05669,STU019,Photography,Elective,47
GRD05670,STU020,Debate,Elective,76
GRD05671,STU021,Music,Elective,95
GRD05672,STU022,History,Core,68
GRD05673,STU023,Mathematics,Core,69
GRD05674,STU024,English,Core,81
GRD05675,STU025,Science,Core,89
GRD05676,STU026,Geography,Core,56
GRD05677,STU027,Art,Elective,81
GRD05678,STU028,Drama,Elective,93
GRD05679,STU029,Computer Science,Elective,55
GRD05680,STU030,Robotics,Elective,68
GRD05681,STU031,Physical Education,Elective,53
GRD05682,STU032,Dance,Elective,70
GRD05683,STU033,Cooking,Elective,68
GRD05684,STU034,Photography,Elective,49
GRD05685,STU035,Debate,Elective,67
GRD05686,STU036,Music,Elective,64
GRD05687,STU037,History,Core,87
GRD05688,STU038,Mathematics,Core,71
GRD05689,STU039,English,Core,83
GRD05690,STU040,Science,Core,50
GRD05691,STU041,Geography,Core,72
GRD05692,STU042,Art,Elective,48
GRD05693,STU043,Drama,Elective,64
GRD05694,STU044,Computer Science,Elective,80
GRD05695,STU045,Robotics,Elective,47
GRD05696,STU046,Physical Education,Elective,40
GRD05697,STU047,Dance,Elective,62
GRD05698,STU048,Cooking,Elective,83
GRD05699,STU049,Photography,Elective,89
GRD05700,STU050,Debate,Elective,53
GRD05701,STU001,Music,Elective,44
GRD05702,STU002,History,Core,47
GRD05703,STU003,Mathematics,Core,95
GRD05704,STU004,English,Core,69
GRD05705,STU005,Science,Core,87
GRD05706,STU006,Geography,Core,84
GRD05707,STU007,Art,Elective,96
GRD05708,STU008,Drama,Elective,92
GRD05709,STU009,Computer Science,Elective,63
GRD05710,STU010,Robotics,Elective,60
GRD05711,STU011,Physical Education,Elective,56
GRD05712,STU012,Dance,Elective,66
GRD05713,STU013,Cooking,Elective,88
GRD05714,STU014,Photography,Elective,77
GRD05715,STU015,Debate,Elective,78
GRD05716,STU016,Music,Elective,70
GRD05717,STU017,History,Core,50
GRD05718,STU018,Mathematics,Core,63
GRD05719,STU019,English,Core,92
GRD05720,STU020,Science,Core,83
GRD05721,STU021,Geography,Core,58
GRD05722,STU022,Art,Elective,47
GRD05723,STU023,Drama,Elective,84
GRD05724,STU024,Computer Science,Elective,92
GRD05725,STU025,Robotics,Elective,57
GRD05726,STU026,Physical Education,Elective,94
GRD05727,STU027,Dance,Elective,72
GRD05728,STU028,Cooking,Elective,84
GRD05729,STU029,Photography,Elective,75
GRD05730,STU030,Debate,Elective,86
GRD05731,STU031,Music,Elective,84
GRD05732,STU032,History,Core,65
GRD05733,STU033,Mathematics,Core,97
GRD05734,STU034,English,Core,67
GRD05735,STU035,Science,Core,80
GRD05736,STU036,Geography,Core,40
GRD05737,STU037,Art,Elective,99
GRD05738,STU038,Drama,Elective,47
GRD05739,STU039,Computer Science,Elective,98
GRD05740,STU040,Robotics,Elective,75
GRD05741,STU041,Physical Education,Elective,42
GRD05742,STU042,Dance,Elective,63
GRD05743,STU043,Cooking,Elective,47
GRD05744,STU044,Photography,Elective,61
GRD05745,STU045,Debate,Elective,44
GRD05746,STU046,Music,Elective,47
GRD05747,STU047,History,Core,51
GRD05748,STU048,Mathematics,Core,83
GRD05749,STU049,English,Core,73
GRD05750,STU050,Science,Core,47
GRD05751,STU001,Geography,Core,54
GRD05752,STU002,Art,Elective,63
GRD05753,STU003,Drama,Elective,81
GRD05754,STU004,Computer Science,Elective,96
GRD05755,STU005,Robotics,Elective,79
GRD05756,STU006,Physical Education,Elective,51
GRD05757,STU007,Dance,Elective,54
GRD05758,STU008,Cooking,Elective,99
GRD05759,STU009,Photography,Elective,46
GRD05760,STU010,Debate,Elective,56
GRD05761,STU011,Music,Elective,76
GRD05762,STU012,History,Core,86
GRD05763,STU013,Mathematics,Core,82
GRD05764,STU014,English,Core,47
GRD05765,STU015,Science,Core,43
GRD05766,STU016,Geography,Core,86
GRD05767,STU017,Art,Elective,73
GRD05768,STU018,Drama,Elective,87
GRD05769,STU019,Computer Science,Elective,98
GRD05770,STU020,Robotics,Elective,98
GRD05771,STU021,Physical Education,Elective,57
GRD05772,STU022,Dance,Elective,57
GRD05773,STU023,Cooking,Elective,62
GRD05774,STU024,Photography,Elective,69
GRD05775,STU025,Debate,Elective,62
GRD05776,STU026,Music,Elective,43
GRD05777,STU027,History,Core,80
GRD05778,STU028,Mathematics,Core,43
GRD05779,STU029,English,Core,96
GRD05780,STU030,Science,Core,71
GRD05781,STU031,Geography,Core,96
GRD05782,STU032,Art,Elective,63
GRD05783,STU033,Drama,Elective,61
GRD05784,STU034,Computer Science,Elective,72
GRD05785,STU035,Robotics,Elective,55
GRD05786,STU036,Physical Education,Elective,94
GRD05787,STU037,Dance,Elective,74
GRD05788,STU038,Cooking,Elective,91
GRD05789,STU039,Photography,Elective,61
GRD05790,STU040,Debate,Elective,52
GRD05791,STU041,Music,Elective,53
GRD05792,STU042,History,Core,88
GRD05793,STU043,Mathematics,Core,74
GRD05794,STU044,English,Core,46
GRD05795,STU045,Science,Core,88
GRD05796,STU046,Geography,Core,96
GRD05797,STU047,Art,Elective,94
GRD05798,STU048,Drama,Elective,40
GRD05799,STU049,Computer Science,Elective,63
GRD05800,STU050,Robotics,Elective,62
GRD05801,STU001,Physical Education,Elective,91
GRD05802,STU002,Dance,Elective,74
GRD05803,STU003,Cooking,Elective,90
GRD05804,STU004,Photography,Elective,77
GRD05805,STU005,Debate,Elective,93
GRD05806,STU006,Music,Elective,96
GRD05807,STU007,History,Core,41
GRD05808,STU008,Mathematics,Core,90
GRD05809,STU009,English,Core,52
GRD05810,STU010,Science,Core,40
GRD05811,STU011,Geography,Core,81
GRD05812,STU012,Art,Elective,76
GRD05813,STU013,Drama,Elective,61
GRD05814,STU014,Computer Science,Elective,65
GRD05815,STU015,Robotics,Elective,57
GRD05816,STU016,Physical Education,Elective,94
GRD05817,STU017,Dance,Elective,97
GRD05818,STU018,Cooking,Elective,60
GRD05819,STU019,Photography,Elective,54
GRD05820,STU020,Debate,Elective,44
GRD05821,STU021,Music,Elective,93
GRD05822,STU022,History,Core,66
GRD05823,STU023,Mathematics,Core,67
GRD05824,STU024,English,Core,77
GRD05825,STU025,Science,Core,56
GRD05826,STU026,Geography,Core,86
GRD05827,STU027,Art,Elective,79
GRD05828,STU028,Drama,Elective,41
GRD05829,STU029,Computer Science,Elective,42
GRD05830,STU030,Robotics,Elective,46
GRD05831,STU031,Physical Education,Elective,95
GRD05832,STU032,Dance,Elective,73
GRD05833,STU033,Cooking,Elective,63
GRD05834,STU034,Photography,Elective,84
GRD05835,STU035,Debate,Elective,41
GRD05836,STU036,Music,Elective,52
GRD05837,STU037,History,Core,58
GRD05838,STU038,Mathematics,Core,91
GRD05839,STU039,English,Core,71
GRD05840,STU040,Science,Core,62
GRD05841,STU041,Geography,Core,92
GRD05842,STU042,Art,Elective,98
GRD05843,STU043,Drama,Elective,69
GRD05844,STU044,Computer Science,Elective,75
GRD05845,STU045,Robotics,Elective,77
GRD05846,STU046,Physical Education,Elective,78
GRD05847,STU047,Dance,Elective,100
GRD05848,STU048,Cooking,Elective,78
GRD05849,STU049,Photography,Elective,84
GRD05850,STU050,Debate,Elective,44
GRD05851,STU001,Music,Elective,71
GRD05852,STU002,History,Core,73
GRD05853,STU003,Mathematics,Core,51
GRD05854,STU004,English,Core,55
GRD05855,STU005,Science,Core,92
GRD05856,STU006,Geography,Core,92
GRD05857,STU007,Art,Elective,63
GRD05858,STU008,Drama,Elective,77
GRD05859,STU009,Computer Science,Elective,62
GRD05860,STU010,Robotics,Elective,85
GRD05861,STU011,Physical Education,Elective,50
GRD05862,STU012,Dance,Elective,97
GRD05863,STU013,Cooking,Elective,84
GRD05864,STU014,Photography,Elective,56
GRD05865,STU015,Debate,Elective,89
GRD05866,STU016,Music,Elective,99
GRD05867,STU017,History,Core,47
GRD05868,STU018,Mathematics,Core,75
GRD05869,STU019,English,Core,84
GRD05870,STU020,Science,Core,66
GRD05871,STU021,Geography,Core,41
GRD05872,STU022,Art,Elective,76
GRD05873,STU023,Drama,Elective,71
GRD05874,STU024,Computer Science,Elective,59
GRD05875,STU025,Robotics,Elective,92
GRD05876,STU026,Physical Education,Elective,97
GRD05877,STU027,Dance,Elective,93
GRD05878,STU028,Cooking,Elective,79
GRD05879,STU029,Photography,Elective,72
GRD05880,STU030,Debate,Elective,63
GRD05881,STU031,Music,Elective,81
GRD05882,STU032,History,Core,98
GRD05883,STU033,Mathematics,Core,60
GRD05884,STU034,English,Core,60
GRD05885,STU035,Science,Core,51
GRD05886,STU036,Geography,Core,47
GRD05887,STU037,Art,Elective,89
GRD05888,STU038,Drama,Elective,94
GRD05889,STU039,Computer Science,Elective,41
GRD05890,STU040,Robotics,Elective,69
GRD05891,STU041,Physical Education,Elective,42
GRD05892,STU042,Dance,Elective,81
GRD05893,STU043,Cooking,Elective,70
GRD05894,STU044,Photography,Elective,79
GRD05895,STU045,Debate,Elective,67
GRD05896,STU046,Music,Elective,84
GRD05897,STU047,History,Core,55
GRD05898,STU048,Mathematics,Core,89
GRD05899,STU049,English,Core,75
GRD05900,STU050,Science,Core,75
GRD05901,STU001,Geography,Core,40
GRD05902,STU002,Art,Elective,67
GRD05903,STU003,Drama,Elective,60
GRD05904,STU004,Computer Science,Elective,75
GRD05905,STU005,Robotics,Elective,82
GRD05906,STU006,Physical Education,Elective,63
GRD05907,STU007,Dance,Elective,95
GRD05908,STU008,Cooking,Elective,54
GRD05909,STU009,Photography,Elective,47
GRD05910,STU010,Debate,Elective,99
GRD05911,STU011,Music,Elective,59
GRD05912,STU012,History,Core,55
GRD05913,STU013,Mathematics,Core,99
GRD05914,STU014,English,Core,78
GRD05915,STU015,Science,Core,41
GRD05916,STU016,Geography,Core,62
GRD05917,STU017,Art,Elective,61
GRD05918,STU018,Drama,Elective,98
GRD05919,STU019,Computer Science,Elective,91
GRD05920,STU020,Robotics,Elective,80
GRD05921,STU021,Physical Education,Elective,40
GRD05922,STU022,Dance,Elective,90
GRD05923,STU023,Cooking,Elective,80
GRD05924,STU024,Photography,Elective,43
GRD05925,STU025,Debate,Elective,58
GRD05926,STU026,Music,Elective,56
GRD05927,STU027,History,Core,92
GRD05928,STU028,Mathematics,Core,65
GRD05929,STU029,English,Core,67
GRD05930,STU030,Science,Core,75
GRD05931,STU031,Geography,Core,93
GRD05932,STU032,Art,Elective,44
GRD05933,STU033,Drama,Elective,64
GRD05934,STU034,Computer Science,Elective,83
GRD05935,STU035,Robotics,Elective,46
GRD05936,STU036,Physical Education,Elective,71
GRD05937,STU037,Dance,Elective,45
GRD05938,STU038,Cooking,Elective,71
GRD05939,STU039,Photography,Elective,65
GRD05940,STU040,Debate,Elective,66
GRD05941,STU041,Music,Elective,86
GRD05942,STU042,History,Core,62
GRD05943,STU043,Mathematics,Core,75
GRD05944,STU044,English,Core,60
GRD05945,STU045,Science,Core,60
GRD05946,STU046,Geography,Core,91
GRD05947,STU047,Art,Elective,41
GRD05948,STU048,Drama,Elective,46
GRD05949,STU049,Computer Science,Elective,66
GRD05950,STU050,Robotics,Elective,67
GRD05951,STU001,Physical Education,Elective,55
GRD05952,STU002,Dance,Elective,74
GRD05953,STU003,Cooking,Elective,41
GRD05954,STU004,Photography,Elective,44
GRD05955,STU005,Debate,Elective,87
GRD05956,STU006,Music,Elective,82
GRD05957,STU007,History,Core,41
GRD05958,STU008,Mathematics,Core,44
GRD05959,STU009,English,Core,70
GRD05960,STU010,Science,Core,55
GRD05961,STU011,Geography,Core,53
GRD05962,STU012,Art,Elective,65
GRD05963,STU013,Drama,Elective,66
GRD05964,STU014,Computer Science,Elective,55
GRD05965,STU015,Robotics,Elective,61
GRD05966,STU016,Physical Education,Elective,61
GRD05967,STU017,Dance,Elective,45
GRD05968,STU018,Cooking,Elective,99
GRD05969,STU019,Photography,Elective,95
GRD05970,STU020,Debate,Elective,80
GRD05971,STU021,Music,Elective,80
GRD05972,STU022,History,Core,70
GRD05973,STU023,Mathematics,Core,64
GRD05974,STU024,English,Core,69
GRD05975,STU025,Science,Core,98
GRD05976,STU026,Geography,Core,74
GRD05977,STU027,Art,Elective,78
GRD05978,STU028,Drama,Elective,63
GRD05979,STU029,Computer Science,Elective,44
GRD05980,STU030,Robotics,Elective,45
GRD05981,STU031,Physical Education,Elective,75
GRD05982,STU032,Dance,Elective,57
GRD05983,STU033,Cooking,Elective,48
GRD05984,STU034,Photography,Elective,44
GRD05985,STU035,Debate,Elective,47
GRD05986,STU036,Music,Elective,73
GRD05987,STU037,History,Core,91
GRD05988,STU038,Mathematics,Core,93
GRD05989,STU039,English,Core,62
GRD05990,STU040,Science,Core,66
GRD05991,STU041,Geography,Core,53
GRD05992,STU042,Art,Elective,85
GRD05993,STU043,Drama,Elective,67
GRD05994,STU044,Computer Science,Elective,64
GRD05995,STU045,Robotics,Elective,45
GRD05996,STU046,Physical Education,Elective,52
GRD05997,STU047,Dance,Elective,59
GRD05998,STU048,Cooking,Elective,95
GRD05999,STU049,Photography,Elective,78
GRD06000,STU050,Debate,Elective,85
GRD06001,STU001,Music,Elective,82
GRD06002,STU002,History,Core,50
GRD06003,STU003,Mathematics,Core,84
GRD06004,STU004,English,Core,58
GRD06005,STU005,Science,Core,80
GRD06006,STU006,Geography,Core,85
GRD06007,STU007,Art,Elective,79
GRD06008,STU008,Drama,Elective,99
GRD06009,STU009,Computer Science,Elective,79
GRD06010,STU010,Robotics,Elective,88
GRD06011,STU011,Physical Education,Elective,66
GRD06012,STU012,Dance,Elective,84
GRD06013,STU013,Cooking,Elective,83
GRD06014,STU014,Photography,Elective,53
GRD06015,STU015,Debate,Elective,51
GRD06016,STU016,Music,Elective,80
GRD06017,STU017,History,Core,76
GRD06018,STU018,Mathematics,Core,100
GRD06019,STU019,English,Core,53
GRD06020,STU020,Science,Core,77
GRD06021,STU021,Geography,Core,57
GRD06022,STU022,Art,Elective,94
GRD06023,STU023,Drama,Elective,84
GRD06024,STU024,Computer Science,Elective,61
GRD06025,STU025,Robotics,Elective,55
GRD06026,STU026,Physical Education,Elective,74
GRD06027,STU027,Dance,Elective,67
GRD06028,STU028,Cooking,Elective,43
GRD06029,STU029,Photography,Elective,51
GRD06030,STU030,Debate,Elective,55
GRD06031,STU031,Music,Elective,62
GRD06032,STU032,History,Core,53
GRD06033,STU033,Mathematics,Core,67
GRD06034,STU034,English,Core,95
GRD06035,STU035,Science,Core,55
GRD06036,STU036,Geography,Core,51
GRD06037,STU037,Art,Elective,87
GRD06038,STU038,Drama,Elective,74
GRD06039,STU039,Computer Science,Elective,70
GRD06040,STU040,Robotics,Elective,59
GRD06041,STU041,Physical Education,Elective,92
GRD06042,STU042,Dance,Elective,77
GRD06043,STU043,Cooking,Elective,76
GRD06044,STU044,Photography,Elective,95
GRD06045,STU045,Debate,Elective,71
GRD06046,STU046,Music,Elective,75
GRD06047,STU047,History,Core,63
GRD06048,STU048,Mathematics,Core,94
GRD06049,STU049,English,Core,53
GRD06050,STU050,Science,Core,46
GRD06051,STU001,Geography,Core,97
GRD06052,STU002,Art,Elective,69
GRD06053,STU003,Drama,Elective,74
GRD06054,STU004,Computer Science,Elective,59
GRD06055,STU005,Robotics,Elective,44
GRD06056,STU006,Physical Education,Elective,84
GRD06057,STU007,Dance,Elective,44
GRD06058,STU008,Cooking,Elective,65
GRD06059,STU009,Photography,Elective,92
GRD06060,STU010,Debate,Elective,55
GRD06061,STU011,Music,Elective,85
GRD06062,STU012,History,Core,63
GRD06063,STU013,Mathematics,Core,73
GRD06064,STU014,English,Core,99
GRD06065,STU015,Science,Core,51
GRD06066,STU016,Geography,Core,62
GRD06067,STU017,Art,Elective,90
GRD06068,STU018,Drama,Elective,59
GRD06069,STU019,Computer Science,Elective,40
GRD06070,STU020,Robotics,Elective,79
GRD06071,STU021,Physical Education,Elective,91
GRD06072,STU022,Dance,Elective,77
GRD06073,STU023,Cooking,Elective,58
GRD06074,STU024,Photography,Elective,100
GRD06075,STU025,Debate,Elective,95
GRD06076,STU026,Music,Elective,55
GRD06077,STU027,History,Core,40
GRD06078,STU028,Mathematics,Core,94
GRD06079,STU029,English,Core,88
GRD06080,STU030,Science,Core,92
GRD06081,STU031,Geography,Core,50
GRD06082,STU032,Art,Elective,97
GRD06083,STU033,Drama,Elective,68
GRD06084,STU034,Computer Science,Elective,72
GRD06085,STU035,Robotics,Elective,98
GRD06086,STU036,Physical Education,Elective,95
GRD06087,STU037,Dance,Elective,70
GRD06088,STU038,Cooking,Elective,83
GRD06089,STU039,Photography,Elective,59
GRD06090,STU040,Debate,Elective,53
GRD06091,STU041,Music,Elective,96
GRD06092,STU042,History,Core,49
GRD06093,STU043,Mathematics,Core,78
GRD06094,STU044,English,Core,80
GRD06095,STU045,Science,Core,92
GRD06096,STU046,Geography,Core,84
GRD06097,STU047,Art,Elective,75
GRD06098,STU048,Drama,Elective,44
GRD06099,STU049,Computer Science,Elective,78
GRD06100,STU050,Robotics,Elective,80
GRD06101,STU001,Physical Education,Elective,70
GRD06102,STU002,Dance,Elective,85
GRD06103,STU003,Cooking,Elective,66
GRD06104,STU004,Photography,Elective,83
GRD06105,STU005,Debate,Elective,81
GRD06106,STU006,Music,Elective,93
GRD06107,STU007,History,Core,40
GRD06108,STU008,Mathematics,Core,93
GRD06109,STU009,English,Core,43
GRD06110,STU010,Science,Core,72
GRD06111,STU011,Geography,Core,81
GRD06112,STU012,Art,Elective,43
GRD06113,STU013,Drama,Elective,52
GRD06114,STU014,Computer Science,Elective,43
GRD06115,STU015,Robotics,Elective,99
GRD06116,STU016,Physical Education,Elective,53
GRD06117,STU017,Dance,Elective,48
GRD06118,STU018,Cooking,Elective,87
GRD06119,STU019,Photography,Elective,92
GRD06120,STU020,Debate,Elective,76
GRD06121,STU021,Music,Elective,80
GRD06122,STU022,History,Core,77
GRD06123,STU023,Mathematics,Core,51
GRD06124,STU024,English,Core,87
GRD06125,STU025,Science,Core,93
GRD06126,STU026,Geography,Core,63
GRD06127,STU027,Art,Elective,51
GRD06128,STU028,Drama,Elective,80
GRD06129,STU029,Computer Science,Elective,58
GRD06130,STU030,Robotics,Elective,94
GRD06131,STU031,Physical Education,Elective,63
GRD06132,STU032,Dance,Elective,78
GRD06133,STU033,Cooking,Elective,90
GRD06134,STU034,Photography,Elective,64
GRD06135,STU035,Debate,Elective,94
GRD06136,STU036,Music,Elective,49
GRD06137,STU037,History,Core,69
GRD06138,STU038,Mathematics,Core,65
GRD06139,STU039,English,Core,94
GRD06140,STU040,Science,Core,46
GRD06141,STU041,Geography,Core,50
GRD06142,STU042,Art,Elective,47
GRD06143,STU043,Drama,Elective,71
GRD06144,STU044,Computer Science,Elective,84
GRD06145,STU045,Robotics,Elective,71
GRD06146,STU046,Physical Education,Elective,74
GRD06147,STU047,Dance,Elective,43
GRD06148,STU048,Cooking,Elective,100
GRD06149,STU049,Photography,Elective,75
GRD06150,STU050,Debate,Elective,77
GRD06151,STU001,Music,Elective,53
